id,Rel,updated_by,name,category_id,TK1,cat1,price,FINAL SUB SUB CAT,FINAL SUB CAT,FINAL CAT,SUB CAT ID,SUB CAT ID.1,CAT ID,TAGS,image
26068,Y,,cello cop-pura kalash matka,2201,2094,2094,2799,Bar & Drinkware,,Home Needs,2094,,2201,"milton thermoware casserole, insulated casserole set, milton orchid jr gift set, hot and cold casserole, kitchen serveware set, thermal food container, keep food warm casserole, modern kitchen accessory, premium serveware, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_824d00a0_e2ff_4956_8ba4_510a5d38aa283796425827438181173_1761904643126_au5by0.jpg
26078,Y,,rice pattern liquor bottle seven piece set,2201,2094,2094,2100,Bar & Drinkware,,Home Needs,2094,,2201,"rice pattern liquor bottle set, seven piece glass decanter set, liqueur serving set, barware gift set, decorative glassware, liquor bottle with glasses, stylish bar accessory, premium drinkware, home bar essentials, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_0832858e_ed8d_4e50_bb1e_5bce918c4b0b3710049812291450284_1761905315211_iyqcta.jpg
25554,Y,,Hardworking Man,2131,1885,1885,1200,Showpieces,,Home Decor,2169,,2069,"hardworking man showpiece, home decor sculpture, atlas themed statue, resin tabletop figurine, motivational decor piece, modern office desk decor, handcrafted showpiece, unique gift for men, study table decor, decorative home accent",https://zulushop.in/uploads/media/2025/scaled_82ab7f29_af4d_4b0e_8dd6_5676f3c88d3e2146969854964204728_1760599060047_rwj58f.jpg
25890,Y,,golden tiger king statue,2069,2168,2168,3200,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"golden tiger king statue, royal tiger sculpture, animal home decor piece, crowned tiger figurine, luxury art showpiece, modern tabletop decor, premium animal statue, unique gift for home, decorative art figurine, showpiece for living room",https://zulushop.in/uploads/media/2025/scaled_0d066545_ccef_4af1_92d3_f39fcc70cd03277638650867723335_1761219784213_68zioa.jpg
25891,Y,,Lion Figurine,2069,2168,2168,1800,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lion figurine, animal home decor piece, majestic lion statue, resin tabletop decor, premium art showpiece, modern living room accent, decorative animal figurine, unique gift for home, home decor sculpture, showpiece for living room",https://zulushop.in/uploads/media/2025/scaled_57397da9_a662_413c_a49a_1a054dde876c8009321765199966671_1761219808368_9d065q.jpg
26079,Y,,Deli glassware 6 pcs 465 ml,2201,2199,2199,1499,Bar & Drinkware,,Home Needs,2094,,2201,"deli glassware set, 6 piece wine glass set, 465ml glassware, premium drinkware collection, home bar essentials, stylish wine glasses, decorative glassware set, modern bar accessory, glass drinkware set, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_702775d5_788f_4f94_9ad3_b791614e5e777141375798769570092_1761905326129_3u6t61.jpg
26080,Y,,Deli glassware 6 pcs 465 ml,2201,2199,2199,1199,Bar & Drinkware,,Home Needs,2094,,2201,"deli glassware set, 6 piece wine glass set, 465ml glassware, premium drinkware collection, home bar essentials, stylish wine glasses, decorative glassware set, modern bar accessory, glass drinkware set, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_172ab0e7_408c_4800_b842_6f1466b4050a3082902539606143005_1761905345947_7w7xnw.jpg
27875,Y,,bar,1874,2190,2190,6500,Bar Furniture,Tables & Consoles,Furniture,2190,2209,2070,"modern bar cabinet, black bar furniture, home bar console, luxury bar unit, contemporary bar table, metal leg bar cabinet, decorative storage console, stylish home bar, living room bar unit, designer bar furniture",https://zulushop.in/uploads/media/2025/scaled_1000184122_1768300263065_cv260f.jpg
26081,Y,,Deli glassware 6 pcs 360 ml,2201,2199,2199,1199,Bar & Drinkware,,Home Needs,2094,,2201,"deli glassware set, 6 piece wine glass set, 360ml glassware, premium drinkware collection, home bar essentials, stylish wine glasses, decorative glassware set, modern bar accessory, glass drinkware set, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_362ba16a_4e4e_4f5a_bf33_c79c7b39cc9c1570019092605824288_1761905468230_lqhzji.jpg
25564,Y,,ikka lighter,2132,2135,2135,1300,Toys & Stationary,,Kids Corner,2202,,2128,"ikka lighter, playing card lighter, ace of spades design, novelty kids lighter, toy fire starter, unique collectible lighter, magic trick accessory, fun kids toy, gift for kids, stationary and toys",https://zulushop.in/uploads/media/2025/scaled_2cb37de3_e72f_4eed_ad22_cdae229c085c2048139222353075528_1760602475832_cznmul.jpg
27876,Y,,bar trolley,1874,2190,2190,3000,Bar Furniture,Tables & Consoles,Furniture,2190,2209,2070,"bar trolley, modern bar cart, gold frame bar trolley, wood and metal bar furniture, rolling serving cart, three tier bar cart, home bar essentials, entertaining serving trolley, stylish bar furniture, furniture tables and consoles",https://zulushop.in/uploads/media/2025/scaled_1000184125_1768300336255_tthren.jpg
26082,Y,,Deli glassware 6 pcs 465 ml,2201,2199,2199,1500,Bar & Drinkware,,Home Needs,2094,,2201,"deli glassware set, 6 piece wine glass set, 465ml glassware, premium drinkware collection, home bar essentials, stylish wine glasses, decorative glassware set, modern bar accessory, glass drinkware set, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_86f833f3_0935_4563_9aed_b7c35a772cc66086235083706183029_1761905642071_objkp4.jpg
25573,Y,,harley davidson,2132,2135,2135,1300,Toys & Stationary,,Kids Corner,2202,,2128,"harley davidson toy, kids collectible lighter, motorcycle theme toy, novelty kids toy, eagle design lighter, toy fire starter, unique kids collectible, fun pretend toy, stationary and toys, gift for kids",https://zulushop.in/uploads/media/2025/scaled_889aa0ec_f7ad_46b1_8b4f_1860047b7b013186271863511456178_1760602774028_cvaany.jpg
26095,Y,,glass set of 6,1874,2199,2199,2500,Bar & Drinkware,,Home Needs,2094,,2201,"glass set of 6, 310ml glassware set, six piece drinkware set, geometric glass design, modern barware collection, home bar essentials, stylish drinking glasses, decorative glassware set, glass drinkware set, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_c8cc6d4d_c152_4388_af05_50f7cc6f77da528324132370343473_1763632226605_k05ioi.jpg
25577,Y,,devid lighter,2132,2135,2135,1300,Toys & Stationary,,Kids Corner,2202,,2128,"devid lighter, skull design lighter, novelty kids lighter, military theme toy, collectible kids lighter, unique toy lighter, fun kids toy, gift for kids, stationary and toys, pretend play accessory",https://zulushop.in/uploads/media/2025/scaled_c21979c8_be63_468c_8709_f31ee415d6353970117616216061441_1760603054524_aj4ucp.jpg
26102,Y,,quaffing drinking ware,1874,2199,2199,2000,Bar & Drinkware,,Home Needs,2094,,2201,"quaffing drinking ware, glass jug and tumbler set, crystal design drinkware, premium glassware set, 6 piece barware set, home bar essentials, decorative glass set, modern pitcher and glasses, bar and drinkware, stylish drinking glasses",https://zulushop.in/uploads/media/2025/scaled_a723ec2d_aaf2_4491_801b_f502073214a51581886186727546798_1763634584801_6kh7t2.jpg
26201,Y,,Hanging Wall ' BAR ' For home or home decor.,2069,2094,2094,399,Bar & Drinkware,,Home Needs,2094,,2201,"hanging wall bar sign, bar wall decor, home bar accessory, rustic bar sign, wooden bar sign, bar & drinkware decor, bar area decoration, home needs wall art, modern home bar sign, decorative bar sign",https://zulushop.in/uploads/media/2025/scaled_1000306550_1763653941893_tm65rv.jpg
25581,Y,,jet lighter,2132,2135,2135,1300,Toys & Stationary,,Kids Corner,2202,,2128,"jet lighter toy, kids collectible lighter, novelty kids lighter, pretend play lighter, blue lighter toy, unique toy lighter, fun kids toy, stationary and toys, collectible kids toy, gift for kids",https://zulushop.in/uploads/media/2025/scaled_d23dd7c0_16d8_47c7_83b1_77dcb096a88f1566441518705477338_1760604505460_yivkvd.jpg
26547,Y,,"wooden upright book rack, Book rack",1874,1906,1906,950,Shelves,Tables & Consoles,Furniture,2085,2209,2070,"wooden upright book rack, three tier book shelf, A frame book rack, rustic wooden shelf, decorative book storage, open slat shelving unit, home furniture shelf, display rack for books, contemporary wooden rack, tables and consoles shelves",https://zulushop.in/uploads/media/2025/scaled_1000307790_1763801919565_x9ooa0.jpg
26209,Y,,deli glassware 6 pcs,1874,2199,2199,2000,Bar & Drinkware,,Home Needs,2094,,2201,"deli glassware 6 pcs, geometric drinking glasses, textured glass tumbler set, modern glassware set, 6 piece drinkware set, premium bar glasses, home bar essentials, decorative glass set, bar and drinkware, stylish water glasses",https://zulushop.in/uploads/media/2025/scaled_9035dba9_0c65_4c03_9a27_12760dda397e5099426941283155116_1763654647519_hw7el5.jpg
25892,Y,,Bird Face Figurine,2069,2168,2168,900,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"bird face figurine, abstract art figurine, modern home decor sculpture, bronze finish showpiece, artistic face sculpture, decorative table figurine, unique art showpiece, contemporary decor accent, art figurines for living room, home decor showpiece",https://zulushop.in/uploads/media/2025/scaled_bfaa65e5_80a0_4d16_923b_e3ab0e84cd524069822584359470212_1761219875162_es48ex.jpg
26215,Y,,5.5L glass dispenser,1874,2094,2094,1500,Bar & Drinkware,,Home Needs,2094,,2201,"5.5L glass dispenser, crystal glass beverage dispenser, large drink dispenser, embossed glass drinks jar, wooden lid beverage dispenser, home bar drinkware, party drink dispenser, decorative glass dispenser, kitchen beverage server, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_59c44ba5_42ec_4b15_b54e_43c239a416704770763376036752441_1763655071296_x40qyp.jpg
25893,Y,,Deer Figurine,2069,2168,2168,1100,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"deer figurine, tribal art showpiece, decorative deer sculpture, home decor figurine, modern art figurine, bronze finish decor, unique animal showpiece, art figurines for living room, contemporary decor accent, home decor showpiece",https://zulushop.in/uploads/media/2025/scaled_c0bbdb61_599a_49d6_ba80_7103c141d37c3978242024314532929_1761219943050_yagvss.jpg
25896,Y,,Lady Face Figurine,2069,2168,2168,1800,Art Figurines,Showpieces,Home Decor,2168,2169,2069,"lady face figurine, decorative bust sculpture, ethnic art showpiece, modern home decor figurine, ornate headwrap statue, unique art figurine, contemporary decor accent, tabletop art sculpture, home decor showpiece, art figurines for living room",https://zulushop.in/uploads/media/2025/scaled_8f72c363_52d9_48ab_a1d0_484d7059d40d7250620301653619900_1761220144736_flk1rw.jpg
26224,Y,,wine glass set,2201,2199,2199,1200,Bar & Drinkware,,Home Needs,2094,,2201,"wine glass set, deli glass inspiration goblet, stemmed wine glasses, 360ml wine glasses, 6 piece glass set, modern bar drinkware, premium wine goblets, home bar essentials, decorative wine glass set, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_0e4254fc_a534_4c8b_9ca6_b82452178d014044173334626870307_1763655919462_jxv6l5.jpg
26429,Y,,Delivery glassware,2201,2199,2199,2000,Bar & Drinkware,,Home Needs,2094,,2201,"delivery glassware, 310ml glass tumbler, faceted drinking glass, modern bar drinkware, smoky grey glass cup, home bar essentials, textured glassware set, decorative drinkware, contemporary glass tumbler, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_08d51f74_921a_40a9_8966_6af21269d6435580537206290185016_1763727085875_je575u.jpg
26439,Y,,shine max glass set of 6,2201,2199,2199,1900,Bar & Drinkware,,Home Needs,2094,,2201,"shine max glass set of 6, diamond cut dessert bowls, pedestal glass bowl set, smoky grey glassware, decorative dessert bowls, modern bar drinkware, textured glass bowls, 6 piece glass dessert set, home bar essentials, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_4198cbe6_fa98_4e82_aaef_b5321a0df1a35539256852785700483_1763727718505_ijwglp.jpg
26444,Y,,shine max glass set of 6,2201,2199,2199,1900,Bar & Drinkware,,Home Needs,2094,,2201,"shine max glass set of 6, diamond cut dessert bowls, pedestal glass bowl set, smoky grey glassware, decorative dessert bowls, modern bar drinkware, textured glass bowls, 6 piece glass dessert set, home bar essentials, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_4198cbe6_fa98_4e82_aaef_b5321a0df1a35539256852785700483_1763727923474_pqqeta.jpg
26450,Y,,drinking ware jar and glasses,1874,2094,2094,1599,Bar & Drinkware,,Home Needs,2094,,2201,"deli glass drinking ware set, glass jar and glasses set, quaffing drinking ware, 7 piece glassware set, 1.7L glass jug, faceted drinking glasses, modern bar drinkware, decorative pitcher and glass set, home bar essentials, bar and drinkware",https://zulushop.in/uploads/media/2025/scaled_361d2237_6da3_4eea_a49a_527a22502a914333899445698772890_1763728404617_y5ihhs.jpg
